2.871221 0.696032 2
1.898775 0.479491 2
-4.145001 -0.754068 2
2.995320 0.155431 2
6.587960 0.706795 2
2.586742 -0.174024 2
3.231878 0.399464 2
0.955432 -0.221676 2
0.241100 0.656639 2
1.166960 -0.333779 2
8.150568 -0.695172 1
2.939741 -0.053878 2
1.111079 0.111547 2
3.187360 0.033188 2
3.524889 0.678752 2
3.845966 -0.228739 2
6.303680 0.852378 2
-2.152980 -0.405964 2
-3.217671 -0.060398 2
1.035012 1.239702 2
-3.848507 0.476472 2
-1.986410 0.905667 2
3.853692 -0.766330 2
2.280676 0.735210 2
0.412837 -0.729049 2
-2.669957 -1.246288 2
4.858398 0.032490 2
4.042572 0.665669 2
2.444354 0.159281 2
4.787587 -0.219746 2
-0.646480 -0.239974 2
3.586287 0.453984 2
1.336471 -0.810299 2
0.164343 -0.055770 2
-4.832337 0.036507 2
2.543672 -0.232325 2
-1.901009 0.137633 2
-0.962412 0.656381 2
-0.621368 0.520239 2
8.855837 1.173363 1
-3.515803 0.263550 2
7.382739 0.875660 2
3.283346 -0.050109 2
2.919822 -0.148592 2
-4.155047 0.986683 2
2.053381 0.446243 2
6.024286 0.236656 2
3.640500 1.387536 1
-2.654698 -0.737151 2
-1.097201 0.254491 2
-0.568070 -0.722084 2
0.079469 0.277262 2
0.587344 0.231036 2
0.124720 0.638842 2
0.536654 0.603044 2
-0.190834 -1.435913 1
-4.848370 0.815047 2
7.149652 -0.283598 2
4.506119 -0.252383 2
1.165464 -0.643420 2
1.461638 0.088674 2
-4.779339 -0.132744 2
-1.998823 0.310137 2
-0.154955 -0.185536 2
2.027208 0.317002 2
3.264033 0.809816 2
6.272369 0.432479 2
0.571202 0.868188 2
1.380352 0.106471 2
-1.864867 -0.730096 2
3.919431 0.991936 2
2.160487 0.712456 2
-0.633339 0.337102 2
0.812009 -0.413013 2
4.137795 -1.087357 1
2.999482 -0.120667 2
2.328176 1.102298 2
4.538816 0.074409 2
5.238126 0.262292 2
2.933531 -0.093766 2
0.572034 0.860541 2
0.929858 0.156708 2
1.456707 -0.138448 2
3.564289 -0.377967 2
-2.453892 -0.304573 2
1.679233 -0.236284 2
2.717594 0.853605 2
-1.825734 0.915214 2
2.216242 0.558153 2
1.846289 -0.156607 2
1.616188 -0.238061 2
4.613439 0.112319 2
0.389362 0.661495 2
4.553320 1.184124 2
-2.626136 -0.017178 2
0.509231 1.755644 1
-1.453702 0.458510 2
2.237061 0.461436 2
-4.138546 0.697306 2
1.403734 0.694107 2
1.429208 0.504489 2
3.393552 0.681751 2
1.229385 0.197831 2
2.566404 -0.408070 2
-0.220723 0.992598 2
9.425652 0.651046 2
-0.571797 -0.469452 2
6.049035 0.414112 2
0.755366 0.512861 2
2.656462 0.288071 2
1.844205 -0.667246 2
-1.933058 -0.466911 2
2.925047 1.535320 1
3.109116 1.059687 2
1.374026 -1.047704 2
-1.012831 -1.157091 2
-0.862440 0.727342 2
-0.406723 0.104885 2
-1.658200 1.145441 2
-0.463312 0.332761 2
0.441475 1.119499 2
0.393050 0.130384 2
6.192947 -0.696830 2
1.606166 0.393501 2
-1.316223 0.425229 2
0.304106 0.395629 2
2.824593 0.078387 2
6.611232 0.412474 2
1.018208 -0.246743 2
5.481900 -0.127645 2
-3.249782 0.920293 2
0.060607 1.366043 2
-0.567633 -0.173672 2
-2.718038 -0.486853 2
-0.937758 1.151066 2
-0.955404 0.873020 2
-0.420162 0.408111 2
2.639122 0.734228 2
4.985229 1.218830 2
0.891832 0.846114 2
-2.533311 0.449470 2
1.153471 0.992660 2
2.928544 -0.078382 2
2.044063 -0.361949 2
2.821766 0.041599 2
-0.868998 -0.215916 2
3.882742 -1.432978 1
3.310944 0.651835 2
-0.974105 1.661259 1
1.793535 -0.875537 2
-1.609286 0.758110 2
2.935851 0.840100 2
3.278553 -0.510201 2
1.901101 0.134954 2
-2.076673 0.933923 2
3.993889 0.353473 2
0.121059 0.078797 2
-1.194197 0.080610 2
5.206206 -0.804315 2
2.354473 -0.143392 2
1.390977 -0.027205 2
4.697148 0.143635 2
4.279957 0.081659 2
3.697425 -0.583898 2
3.888972 -0.004252 2
2.648471 -1.111645 1
4.265539 1.191117 2
-0.432559 0.722526 2
-3.765740 0.001080 2
9.294430 0.374512 2
-1.106336 -0.486791 2
1.704143 0.847660 2
3.611616 0.639942 2
2.653296 0.134477 2
3.230282 0.951171 2
0.399989 0.464817 2
2.192673 0.592258 2
6.867322 0.780858 2
0.075765 -0.131539 2
4.896226 0.288291 2
1.598014 0.533635 2
-5.303044 -0.484102 2
-1.349157 -0.622155 2
-0.933771 0.393113 2
-3.076268 -0.307522 2
-0.715669 0.607546 2
-1.666343 -0.027788 2
3.397091 -0.442660 2
-1.530271 0.598504 2
2.864013 0.533162 2
-0.550857 -0.821302 2
4.935217 0.293153 2
2.228118 -0.270830 2
3.975643 -0.313862 2
4.441334 0.272408 2
-0.721787 0.594017 2
-1.057925 -0.682419 2
-1.605897 -0.893582 2
2.175513 0.028131 2
-0.706944 1.589528 1
5.063426 -0.898011 1
-3.663346 0.665921 2
0.566668 -0.577217 2
-0.153281 -0.120785 2
4.549934 0.800361 2
1.627150 0.991080 2
2.362306 -0.531406 2
1.845905 -0.825987 2
7.836876 0.978573 1
-0.854458 0.220382 2
6.441381 0.475267 2
